image_id,image_title_vernacular,country,series,volume,year,page,folio,folio_to,citation,source_pdf_url,act_number,act_type,pope,evidence_type,act_date,concession_date,coronation_date,legate,deputy,register_refs,documents,rubric_latin,incipit_latin,confidence,notes
notre-dame-du-sacre-coeur-issoudun,Notre-Dame du Sacre-Coeur,France,AAS,11,1919,344,,,"AAS 11 (1919), p. 344",https://www.vatican.va/archive/aas/documents/AAS-11-1919-ocr.pdf,IV,Epistola,Benedictus PP. XV,retrospective_attestation,1919-08-15,,1869,"Carolus A. de la Tour d'Auvergne, Archiepiscopus Bituricensis (crowned 'nomine decessoris Nostri f. r. Pii IX')",,,,"AD R. P. D. MARTINUM HIERONYMUM IZARD, ARCHIEPISCOPUM BITURICENSEM, QUINQUAGESIMO REDEUNTE ANNO CUM IMAGINI DOMINAE NOSTRAE A S. CORDE IESU IN BASILICA EXOLDUNENSI AUREA CORONA IMPOSITA EST.","Inter mariales aedes, quibus Gallia feliciter nobilitatur, merito sane praeclarum locum obtinet Exoldunensis Basilica",medium,"Letter of Benedict XV to Abp Martin Jerome Izard of Bourges for the golden jubilee of the coronation. The passage does not state the coronation year explicitly: it says the fiftieth year is about to be completed ('annus propediem expleatur quinquagesimus') since the crowning done by Abp de la Tour d'Auvergne in the name of Pius IX, and the jubilee solemnities are set for 8 September (letter dated 15 Aug 1919), hence 1869 - inferred, verify. The 'legate' field records the prelate who performed the original crowning in the Pope's name, not a legate deputed by this act. Rubric OCR read 'BITURICENSEM' as 'BITÜRICENSEM'."
notre-dame-de-la-guerche-la-guerche-de-bretagne,Notre-Dame de la Guerche,France,AAS,43,1951,724,,,"AAS 43 (1951), p. 724",https://www.vatican.va/archive/aas/documents/AAS-43-1951-ocr.pdf,II,Litterae Apostolicae,Pius PP. XII,retrospective_attestation,1951-03-12,,1937,"Emmanuel Caelestinus S. R. E. Cardinalis Suhard, then Archbishop of Reims, later of Paris",,,,"ECCLESIA DEO IN HONOREM B. MARIAE V. DICATA, IN OPPIDO « LA GUERCHE DE BRETAGNE » IN GALLIA POSITA, INTRA RHEDONENSIS ARCHIDIOECESIS FINES, TITULO BASILICAE MINORIS ORNATUR.","Tanta in populo christiano fuit semper, inde a prioribus Ecclesiae saeculis, erga Deiparam Virginem pietas, ut haud raro quaedam urbs",medium,"Basilica Minor act; the clause on printed p. 725 reads: « ... quae a desideratissimo S. R. E. Presbytero Cardinali Emmanuele Caelestino Suhard, tunc Rhemensi postea Parisiensi Archiepiscopo, anno MCMXXXVII sollemni est pompa redimita ». Note that 'corona' / 'diademate' is not expressed — 'redimita' is used absolutely — so that this is a coronation is a reading of the standard AAS formula and should be verified. The vernacular title is a normalisation of the Latin 'de la Guerche' given in the text. The candidate passage is keyed to printed p. 725; the act begins on p. 724, which is cited here."
notre-dame-de-bon-secours-lablachere,Notre-Dame de Bon Secours,France,AAS,23,1931,153,,,"AAS 23 (1931), p. 153",https://www.vatican.va/archive/aas/documents/AAS-23-1931-ocr.pdf,II,Litterae Apostolicae,Pius PP. XI,retrospective_attestation,1930-08-24,,1880,,,,,"SANCTUARIUM B. M. V. DE BONO SUCCURSU PAROECIAE DE LABLACHÈRE, DIOECESIS VIVARIENSIS INTRA FINES, BASILICAE MINORIS TITULO HONORIBUSQUE AUGETUR.",Dioecesis Vivariensis intra fines in paroecia de Lablachere conspicuum exstat sanctuarium sub titulo Beatae Mariae Virginis a Bono Succursu,high,Basilica Minor act granted on the fiftieth anniversary of the coronation: 'quodque prodigiis gratiisque clarum aureo diademate anno MDCCCLXXX Apostolica auctoritate coronatum est'. Country inferred from the diocese of Viviers and the French place name.
notre-dame-de-lourdes-lourdes,Notre-Dame de Lourdes,France,AAS,75,1983,1076,,,"AAS 75 (1983), p. 1076",https://www.vatican.va/archive/aas/documents/AAS-75-1983-I-ocr.pdf,VI,Decretum super virtutibus heroicis (Sacra Congregatio pro Causis Sanctorum),,retrospective_attestation,,,,,,,,"LEODIEN. Beatificationis et Canonizationis Servae Dei Eugeniae Joubert, Congregationis Sororum a S. Familia Ss. Cordis Iesu. SUPER DUBIO",,low,"Passing mention only: 'Die 11 Februarii a. 1876, anniversaria manifestationis B. M. V. Lapurdi et coronationis eiusdem simulacri auctoritate Pii PP. IX factae'. Attests that the Lourdes image was crowned by authority of Pius IX, but gives no coronation date (11 February is given as the anniversary date, which a checker should verify). Country/diocese inferred from 'Lapurdi'. Not a papal act; decree of the Congregation for the Causes of Saints, hence pope=null."
notre-dame-des-miracles-mauriac,Notre-Dame des Miracles,France,AAS,13,1921,493,,,"AAS 13 (1921), p. 493",https://www.vatican.va/archive/aas/documents/AAS-13-1921-ocr.pdf,III,Litterae Apostolicae,Benedictus PP. XV,retrospective_attestation,1921-10-20,,1855,,,,,"ECCLESIA NOSTRAE DOMINAE A MIRACULIS IN CIVITATE MAURIAC, DIOECESIS SANCTI FLORI, EXSTANS, AD TITULUM ET DIGNITATEM BASILICAE MINORIS EVEHITUR.","Constat apprime ecclesiam a Nostra Domina a miraculis, sitam in urbe Mauriac appellata, quae est ex praecipuis civitatibus dioecesis Sancti Fiori in Gallia",high,"Basilica Minor act stating 'Vetus beatae Mariae Virginis a miraculis simulacrum ... anno MDCCCLV a Pio Pp. IX, rec. mem. Decessore Nostro, aureo diademate redimitum'. Act begins on printed page 493 (passage printed_page is 492). Rubric OCR 'SANCTI PLORI' repaired to 'SANCTI FLORI'."
notre-dame-de-sion-mons-sion-sion-vaudemont-loth,Notre-Dame de Sion,France,AAS,27,1935,328,,,"AAS 27 (1935), p. 328",https://www.vatican.va/archive/aas/documents/AAS-27-1935-ocr.pdf,I,Litterae Apostolicae,Pius PP. XI,retrospective_attestation,1933-06-25,,1873,Cardinalis Archiepiscopus Bisuntinus (Summi Pontificis Legatus; name not stated),,,,"SANCTUARIUM B. M. V. VULGO « DE MONTE SION » NUNCUPATUM, IN DIOECESI NANCEIENSI ET TULLENSI, BASILICIS MINORIBUS ACCENSETUR.","Seiuntensi in monte, vulgo Sion nuncupato, Dioecesis Tullensis intra fines, iam saeculo decimo fere exeunte, parva admodum exstabat Deiparae Virginis in honorem Deo dicata sacra aedes",high,"Coronation attested twice: 'post sollemnem coronationem a rec. mem. Decessore Nostro Pio Pp. IX decretam, atque anno MDCCCLXXIII a Cardinali Archiepiscopo Bisuntino Summi Pontificis Legato peractam' and 'hoc anno, sexagesimo ab eadem simulacri Deiparae sollemni pontificia coronatione'. The Legate is identified only by see (Besançon). Vernacular title is the standard French form of the Latin 'de Monte Sion'; locality given by the act as 'Seiuntensi in monte, vulgo Sion' in Lorraine. Passage printed_page 329; act opens on p. 328."
nostra-domina-a-tabulis-montpellier-mons-pessula,,France,AAS,32,1940,39,,,"AAS 32 (1940), p. 39",https://www.vatican.va/archive/aas/documents/AAS-32-1940-ocr.pdf,II,Litterae Apostolicae,Pius PP. XII,retrospective_attestation,1939-10-11,,,,,,,TEMPLUM NOSTRAE DOMINAE A TABULIS INTER FINES CIVITATIS AC DIOECESIS MONTIS PESSULANI HONORIBUS BASILICAE MINORIS INSIGNITUR.,"Montis Pessulani in civitate in honorem Nostrae Dominae a Tabulis exstat ecclesia quae vetustate, molis amplitudine atque artis operibus, quibus est exornata, excellit.",high,"Basilica Minor grant. Attestation: 'Huiusmodi vero Beatae Virginis simulacrum, gratiis miraculisque clarum ... nomine Decessoris Nostri Leonis Pp. XIII aurea corona decoratum est' (OCR reads 'decora-tur, est'). Crowned in the name of Leo XIII, so between 1878 and 1903; no date given. The image is an 11th-cent. black wooden statue of the Virgin with the Infant Jesus. Passage printed_page 40, but the act begins on p. 39 (rubric visible in the context before the p. 40 running head). Country confirmed by the text's reference to the 'Gallicae Revolutionis' eversores; vernacular title (Notre-Dame des Tables) is not in the text."
notre-dame-de-joie-pontivy,Notre-Dame de Joie,France,AAS,51,1959,532,,,"AAS 51 (1959), p. 532",https://www.vatican.va/archive/aas/documents/AAS-51-1959-ocr.pdf,I,Litterae Apostolicae,Ioannes PP. XXIII,retrospective_attestation,1959-01-10,,1951,,,,,"TITULUS AC PRIVILEGIA BASILICAE MINORIS CONFERUNTUR ECCLESIAE PAROECIALI BEATAE MARIAE VIRGINIS DE GAUDIO (« NOTRE DAME DE JOIE »), IN PAGO « PONTIVY » DIOECESIS VENETENSIS.",Gaudii nuntia in hac lacrimarum valle ob vitae suae mysteria Beatissima Virgo Maria ab Ecclesia ac toto populo christiano semper habita est,high,"« ante pervetustam Beatae Mariae Virginis de Gaudio Iconem, auctoritate Decessoris Nostri Pii PP. XII, fel. rec., anno MCMLI, aurea redimitam corona ». Crowned 1951 by the authority of Pius XII; minister not named. Brittany/France explicit (« in Britannia Minori », « Gallici pagi »)."
notre-dame-de-la-delivrance-quentin,Notre-Dame de la Délivrance,France,AAS,26,1934,223,,,"AAS 26 (1934), p. 223",https://www.vatican.va/archive/aas/documents/AAS-26-1934-ocr.pdf,II,Litterae Apostolicae,Pius PP. XI,papal_legate_deputation,1933-08-15,,,"Franciscus M. Serrand, Episcopus Briocensis",,,,R. P. D. FRANCISCUS M. SERRAND EPISCOPUS BRIOCENSIS DEPUTATUR AD AUREA CORONA DONANDUM SIMULACRUM B. M. V. « DE LA DÉLIVRANCE » OPPIDI QUENTIN.,"Uti ad Nos attulisti, in loco « Quentin » in tuae dioecesis intra fines sito, insigne exstat sanctuarium mariale sub titulo Beatae Mariae Virginis de la Délivrance",high,"The Pope commits to the Bishop of Saint-Brieuc that he himself crown the image 'die per te statuendo, post sollemnia Missarum, per te ipsum, servatis servandis, Nostro nomine et auctoritate, sollemni ritu aurea corona redimias' — date left to the bishop, so no coronation date. The immediately preceding act (I, pp. 222-223, same date) raises the same church to a minor basilica. Country inferred from the diocese of Saint-Brieuc."
notre-dame-des-miracles-et-vertus-rennes,Notre-Dame des Miracles et Vertus,France,AAS,9,1917,63,,,"AAS 9 (1917), p. 63",https://www.vatican.va/archive/aas/documents/AAS-09-I-1917-ocr.pdf,XI,Litterae Apostolicae,Benedictus PP. XV,retrospective_attestation,1916-04-27,,1908,,,,,"CURIALE TEMPLUM RHEDONENSE, SUB TITULO SS.MI SALVATORIS ET B. M. V. DE MIRACULIS ET VIRTUTIBUS, BASILICAE MINORIS DIGNITATE IN PERPETUUM COHONESTATUR.","Rhedonensi in Urbe Curialis Ecclesia titulo Ssmi Salvatoris et B. Mariae Virginis de Miraculis et Virtutibus, non modo amplitudine sed etiam omnigenae artis conspicuis operibus praestans",medium,"IMPORTANT for the checker: this act is NOT inside the assigned passage text — it is the immediately preceding act (no. XI) on printed p. 63 of the same volume, found while verifying passage AAS-09-I-1917-ocr#65 (whose context begins mid-p. 64). Included because it is an unambiguous attestation: 'prodigiosum nempe Virginis Deiparae simulacrum, anno MDCCCCVIII Decessoris Nostri Pii PP. X rec. me. nomine atque auctoritate ... sollemni pompa redimitum est aurea praedivite corona.' Same date and Pope as the following act. Confidence set to medium only because the source_id does not literally cover it."
notre-dame-de-bonne-nouvelle-rennes,Notre-Dame de Bonne-Nouvelle,France,AAS,9,1917,64,,,"AAS 9 (1917), p. 64",https://www.vatican.va/archive/aas/documents/AAS-09-I-1917-ocr.pdf,XII,Litterae Apostolicae,Benedictus PP. XV,retrospective_attestation,1916-04-27,,1908,,,,,TITULUS BASILICAE MINORIS PRO PAROCHIALI ECCLESIA RHEDONENSI S. ALBINO EP. ET CONF. AC B. M. V. DE BONIS NUNTIIS DICATA.,"Conspicua Dei templa, quae non minus antiquitate et artis splendore, quam potissimum decore, cultu et fidelium celebritate excellant",high,"Basilica Minor act attesting a past crowning: 'Quare anno MCMVIII amplissimo Sacrorum Antistite adstante, Cleri et populi permagno concursu, sacrae Deiparae Virginis Mariae de Bonis Nuntiis imagini aureum diadema, de mandato rec. me. Pii Papae X Decessoris Nostri, sollemniter fuit impositum.' The clause falls on printed p. 65 (the passage's printed_page); the act opens on printed p. 64, used as aas_page. Country explicit ('inter Marialia Galliae Sanctuaria', 'Gallicae pietatis'). Crowning prelate not named."
notre-dame-de-bon-secours-rouen-rothomagum,Notre-Dame de Bon-Secours,France,AAS,11,1919,226,,,"AAS 11 (1919), p. 226",https://www.vatican.va/archive/aas/documents/AAS-11-1919-ocr.pdf,I,Litterae Apostolicae,Benedictus PP. XV,retrospective_attestation,1919-03-28,,1880-05-24,"S. R. E. Cardinalis de Bonnechose, Rothomagensium antistes",,,,ECCLESIA ROTHOMAGENSIS B. M. VIRGINIS A BONO SUCCURSU TITULO AC PRIVILEGIIS BASILICAE MINORIS DECORATUR.,"Illustriores inter sacras Aedes, quae tum praestantibus artis operibus Galliae regiones illustrant, tum Francorum religionis alacre studium miramque munificentiam late praedicant",high,"Basilica minor act reporting the earlier coronation: « nono kalendas iunias anno millesimo octingentesimo octogesimo ... Cardinalis de Bonnechose ... pretiosissimum et auro et gemmis coronam, Decessoris Nostri ... Leonis Pp. XIII nomine, eidem simulacro Virginis et Infantis Iesu ... sollemni ritu imposuit ». 'nono kalendas iunias' converted to 24 May 1880. The crown was imposed on both the Virgin and the Infant Jesus. Act opens on printed page 226; the coronation clause is on page 227, so aas_page is the act's START page. 'legate' here is the prelate who actually crowned the image in Leo XIII's name, recorded retrospectively, not a legate deputed by this act."
notre-dame-du-saint-cordon-valenciennes,Notre-Dame du Saint-Cordon,France,AAS,14,1922,492,,,"AAS 14 (1922), p. 492",https://www.vatican.va/archive/aas/documents/AAS-14-1922-ocr.pdf,V,Litterae Apostolicae,Pius PP. XI,retrospective_attestation,1922-07-10,,,,,,,"AEDES CURIALIS B. M. V. DE FUNICULO, IN CIVITATE VALENCIENNES, AD TITULUM AC DIGNITATEM BASILICAE MINORIS EVEHITUR.","Templa Dei vetustis inclyta memoriis et fidelium religione celebria de more Romanorum Pontificum Decessorum Nostrorum, singularibus titulis privilegiisque decorare, pro re ac tempore, satagimus.",high,"Act begins on printed p. 492 (passage page 491). States that Leo XIII by Apostolic Letters sealed 16 March 1896 decreed the statue be solemnly crowned in his own name and authority ('statuam memoratam Virginis a Funiculo, ipsius Romani Pontificis nomine et auctoritate, sollemni ritu coronandum decrevit'); the date of the crowning itself is not given, so coronation_date left null. OCR gives the vernacular title as 'du Saint Gordon' (= du Saint Cordon)."
notre-dame-de-verdelais-verdelais,Notre-Dame de Verdelais,France,AAS,16,1924,152,,,"AAS 16 (1924), p. 152",https://www.vatican.va/archive/aas/documents/AAS-16-1924-ocr.pdf,IV,Litterae Apostolicae,Pius PP. XI,retrospective_attestation,1924-02-01,,1856-07-02,"Cardinalis Donnet, tunc archiepiscopus Burdigalensis",,,,"TITULO AC PRIVILEGIIS BASILICAE MINORIS HONESTATUS SANCTUARIUM MARIALE B. M. V. CONSOLATRICE AFFLICTORUM DE VERDELAIS, IN ARCHIDIOECESI BURDIGALENSI.","Exstat in civitate Verdelais, intra fines archidioecesis Burdigalensis, iam inde a saeculo XII erectum, templum sive sanctuarium Mariale",high,"Clause: « quae, de speciali mandato fel. rec. Nostri Praedecessoris Pii PP. IX, iuxta Litteras Apostolicas, Piscatoris annulo die IV mensis maii anno MDCCCLV obsignatas, aureo diademate redimita fuit a bo. me. Cardinali Donnet, tunc archiepiscopo Burdigalensi, die II mensis iulii sequentis anni MDCCCLVI ». Papal mandate 4 May 1855; crowning 2 July 1856. 'legate' field records the prelate who crowned it by Pius IX's mandate (recorded retrospectively, not deputed by this act)."
notre-dame-de-verdun-notre-dame-des-prodiges-ver,Notre-Dame de Verdun (Notre-Dame des Prodiges),France,AAS,41,1949,490,,,"AAS 41 (1949), p. 490",https://www.vatican.va/archive/aas/documents/AAS-41-1949-ocr.pdf,II,Litterae Apostolicae,Pius PP. XII,retrospective_attestation,1947-09-08,,1946-06-02,,,,,"BASILICAE MINORIS HONORIBUS DECORATUR ECCLESIA CATHEDRALIS VIRDUNENSIS, IN GALLIA.","Mirabile itidemque haud commune privilegium vetustae Virodunensi Ecclesiae Cathedrali, in Gallia, eminentissimus Deus largitus est",high,"Basilica Minor act for Verdun cathedral; the coronation clause falls on printed p. 491, but the act opens on p. 490, so aas_page is the act's start page. Coronation clause: 'Marianum praesertim Simulacrum, quod ibidem magna devotione colitur, per Venerabilem Fratrem Angelum Iosephum Roncalli, Mesembrianum titularem Archiepiscopum, Apostolicum in Gallia Nostrum Nuntium, postridie Kalendas Iunias superiore anno, corona auro gemmisque distincta redimitum fuit.' Crowned not by a deputed Legate but by the Apostolic Nuncio to France, Angelo Giuseppe Roncalli (later John XXIII), hence 'legate' left null. coronation_date derived: 'postridie Kalendas Iunias' = 2 June; 'superiore anno' relative to the act's Datum (8 Sept 1947) = 1946 — verify. OCR of the rubric reads 'VIRDU-NENSIS' (line-break); correct form is presumably VIRODUNENSIS. Vernacular title is a rendering of the Latin 'Dominae Nostrae de Prodigiis seu de Viroduno'; not given in the text."
sainte-anne-d-auray-le-bourg-de-sainte-anne-pari,Sainte-Anne d'Auray,France,ASS,9,1876,373,,,"ASS 9 (1876), p. 373",https://www.vatican.va/archive/ass/documents/ASS-09-1876-ocr.pdf,,Causa apud S. Congregationem Rituum (concessio et approbatio Officii et Missae propriae) - Advocati defensio,Pius PP. IX,retrospective_attestation,,,,,,,,"VENETEN. Concessionis et approbationis Officii et Missae propriae Manifestationis S. Imaginis B. Annae apud Britones pro die 7 martii, Officii et Missae propriae in honorem eiusdem S. Annae pro die 26 iulii, nec non concessionis et approbationis Missae votivae propriae.","Intra fines cuiusdam paroeciae Pluneret nuncupatae, Dioecesis Venetensis, extat oppidum quoddam a S. Anna nomen habens",medium,"Retrospective mention on printed p. 381: 'instanti Episcopo Venetensi sub die 22 maii 1868 Breve edidit quo nimirum tum Virginis Mariae, tum Annae simulacro corona imponi liceret.' The granting Brief of Pius IX is dated 22 May 1868; that is not the date of the document being reported, so act_date is null. The text does not say when (or whether) the crowning was actually carried out, so coronation_date is null. This record covers the image of the Virgin Mary; a companion record covers the image of St Anne. The passage does not state explicitly that the Marian image stands in the same sanctuary of St Anne - inferred from context, hence medium confidence. Page set to 373, where the item 'VENETEN. ...' begins (statement on p. 381); locality/diocese details taken from p. 373 of the same volume. Country: Brittany ('apud Britones', 'Britannia Armorica ... pars Galliae')."
sainte-anne-d-auray-le-bourg-de-sainte-anne-pari,Sainte-Anne d'Auray,France,AAS,16,1924,284,,,"AAS 16 (1924), p. 284",https://www.vatican.va/archive/aas/documents/AAS-16-1924-ocr.pdf,X,Epistola,Pius PP. XI,retrospective_attestation,1924-06-14,,,,,,,"AD R. P. D. ALCIMUM GOURAUD, EPISCOPUM VENETENSEM: TERTIO PLENO SAECULO AB APPARITIONE SANCTAE ANNAE, PROPE AURAY.","Tertium affers completum iri proximo mense saeculum, ex quo, haud procul ab urbe vulgo Auray nuncupata, quae intra dioecesis istius tuae fines sita est, Sancta Anna",high,'praeterquam quod Pius IX et statuam corona aurea redimiri suo nomine iussit'. No year of the crowning is given. Rubric taken from p. 284 of the volume text (OCR 'ALCTMTJM GOURAUD ... AURAT'); the addressee is the Bishop of Vannes (Venetensis).
trosterin-der-betrubten-kevelaer-kevelaer,Trosterin der Betrübten (Kevelaer),Germany,AAS,15,1923,488,,,"AAS 15 (1923), p. 488",https://www.vatican.va/archive/aas/documents/AAS-15-1923-ocr.pdf,I,Litterae Apostolicae,Pius PP. XI,retrospective_attestation,1923-04-23,,1890,Cardinalis Archiepiscopus Coloniensis (not named in the act),,,,"TITULUS BASILICAE MINORIS CONFERTUR PAROECIALI ECCLESIAE BEATAE MARIAE VIRGINIS CONSOLATRICIS AFFLICTORUM, OPPIDI KEVELAER, DIOECESIS MONASTERIENSIS.","In civitate Kevelaer appellata, prope Regni Hollandici fines, intra limites Monasteriensis dioecesis posita, Mariale sanctuarium praeclarissimum exstat",high,"'Iconem autem Virginis Decessor Noster rec. mem. Leo PP. XIII per Cardinalem Archiepiscopum Coloniensem anno MDCCCXC aureo diademate sollemni pompa ornatam voluit.' The crowning Cardinal Archbishop of Cologne is not named. Rubric OCR reads 'CONSOLATRICE?' for 'CONSOLATRICIS'. Country inferred from diocese of Münster/Kevelaer (act says it lies near the Dutch border, within the diocese of Münster)."
imago-beatae-mariae-virginis-olim-sanctae-mariae,,Germany,AAS,46,1954,479,,,"AAS 46 (1954), p. 479",https://www.vatican.va/archive/aas/documents/AAS-46-1954-ocr.pdf,III,Litterae Apostolicae,Pius PP. XII,retrospective_attestation,1953-10-16,,1911,,,,,"ECCLESIA IN HONOREM B. MARIAE V. A VISITATIONE, IN OPPIDO WERLA INTRA FINES PADERBORNENSIS ARCHIDIOECESIS CONSECRATA, BASILICIS MINORIBUS ACCENSETUR.","Quam omnes gentes ex eiusmet vaticinio ferunt laudibus, Virgini Mariae hospitae consecratum Templum, Werlae intra fines archidioecesis Paderbornensis situm",high,"Basilica Minor elevation; attests 'Iuvat quoque memorare egregium hoc Simulacrum anno MDCCCCXI, magna adstante populi multitudine, aureo diademate esse redimitum'. The 13th-c. carved image was formerly venerated at Soest ('Susatium', Aedes « Sanctae Mariae ad pratum ») and translated to Werl in 1661. Country Germany explicit from the mention of Konrad Adenauer, head of the West German government. Act begins on printed page 479 (verified against page markers)."
beata-maria-virgo-a-rosario-guatemala,,Guatemala,AAS,74,1982,1212,,,"AAS 74 (1982), p. 1212",https://www.vatican.va/archive/aas/documents/AAS-74-1982-ocr.pdf,V,Litterae Apostolicae,Ioannes Paulus PP. II,papal_coronation_act,1982-09-20,,,"Marius S. R. E. Cardinalis Casariego, archiepiscopus Guatimalensis",,,,"Effigies B. M. Virginis a Rosario, quae in cathedrali templo Altensi servatur, pretioso diademate redimitur.",Quo in honore Beatissima Virgo Maria sit per horum annorum decursum inter communitatem Altensem habita semper quantaque veneratione pariter exculta,medium,"Act begins on printed p. 1212 (running head in context); passage indexed at p. 1211. The crowning is entrusted not to the local Ordinary (Bp 'Ansgarius García Urízar', Praesul Altensis — first name as OCR'd) but to Card. Mario Casariego, Archbishop of Guatemala, acting in the Pope's name. Diocese/country not named in the act: identified as Dioecesis Altensis = Los Altos, Quetzaltenango–Totonicapán, Guatemala, from other AAS acts (AAS 20 [1928] and AAS 43 [1951] erecting and delimiting it). Locality not stated (cathedral of the diocese)."
nuestra-senora-del-rosario-guatemala-city,Nuestra Señora del Rosario,Guatemala,AAS,62,1970,496,,,"AAS 62 (1970), p. 496",https://www.vatican.va/archive/aas/documents/AAS-62-1970-ocr.pdf,I,Litterae Apostolicae,Paulus PP. VI,retrospective_attestation,1969-10-28,,1934,,,,,Titulo ac privilegiis Basilicae Minoris templum S. Dominici in civitate Guatimalensi decoratur.,"Rosarii preces, veluti mystica serta in honorem Christi Matris contexta eidemque Deiparae acceptissima, ad caelestia impetranda dona efficacissimae semper fuerunt.",high,"Basilica Minor act; coronation attested in passing: 'Postquam autem anno millesimo nongentesimo trigesimo quarto, praeclara imago, pretioso diademate redimita est et Beata Virgo Regina ac Patrona totius Guatimalensis dicionis declarata ...'. OCR prints 'Bosarii'/'Eosarii' for 'Rosarii' and 'Eegina' for 'Regina' (repaired here). Country explicit ('natio Guatimalensis')."
our-lady-of-the-mount-bandra-bombay,Our Lady of the Mount,India,AAS,48,1956,252,,,"AAS 48 (1956), p. 252",https://www.vatican.va/archive/aas/documents/AAS-48-1956-ocr.pdf,I,Litterae Apostolicae,Pius PP. XII,papal_coronation_act,1954-10-21,,,"Valerianus Gracias, S. R. E. Cardinalis, Archiepiscopus Bombayensis",,,,"TEMPLUM B. MARIAE V. DE MONTE, IN SUBURBIO BOMBAYENSIS URBIS EXSTANS, BASILICIS MINORIBUS ACCENSETUR, AC INSUPER BOMBAYENSI EMO ORDINARIO FACULTAS COMMITTITUR CORONANDI IMAGINEM B. MARIAE V. IN EODEM ASSERVATAM.","Perfugium salutis et quasi propugnaculum Fidei perhibetur esse Templum Deiparae sacrum et in amoeno colle positum, unde Bombayam urbem et maris vastissimum aequor prospicias",high,"Reached from the back-of-volume analytic index entry « Coronatio. Imaginis B. M. V. de Monte, in suburbio Bombayensi, 252 » (index page 897); the act itself was retrieved and is cited at its own printed page 252. Grant: « ... aureo diademate, Nostro nomine et auctoritate, redimiri sineremus », with execution committed to the Archbishop of Bombay: « Bombayensi Ordinario ... eas partes committimus ut die per se ipso deligendo, Imagini Beatae Mariae Virginis de Monte ... auream coronam, Nostro nomine et auctoritate, imponat ». The Archbishop is deputed as executor, not formally styled Legatus; date of crowning left to him."
materdomini-italy,Materdomini,Italy,AAS,15,1923,337,,,"AAS 15 (1923), p. 337",https://www.vatican.va/archive/aas/documents/AAS-15-1923-ocr.pdf,III,Litterae Apostolicae,Pius PP. XI,retrospective_attestation,1923-06-11,,1759,,,,,"SANCTUARIUM A MATRE DOMINI, INTRA FINES ARCHIDIOECESIS SALERNITANAE, TITULO BASILICAE MINORIS AUGETUR.","Iam inde a saeculo post Christum natum XII, intra fines archidioecesis Salernitanae, vetus exstat sanctuarium titulo a Matre Domini",medium,"Coronation clause: « Miraculis quidem inclyta Virginis imago, Apostolica auctoritate et sollemni ritu, anno MDCCLIX, diademate aureo redimita fuit ». Locality not named in the act, only 'intra fines archidioecesis Salernitanae'; supporting petitions come from the bishops of Salerno, Nocera, Cava and Sarno and from 'municipii Iuceriae Superioris' (OCR; most likely 'Nuceriae Superioris' = Nocera Superiore), which would place the shrine at Materdomini in Nocera Superiore — NOT asserted here, needs a checker. Act date OCR reads 'die xr mensis iunii, anno MDCCCCXXIII'; read as XI = 11 June 1923, verify."
madonna-delle-grazie-italy,Madonna delle Grazie,Italy,AAS,57,1965,155,,,"AAS 57 (1965), p. 155",https://www.vatican.va/archive/aas/documents/AAS-57-1965-ocr.pdf,II,Litterae Apostolicae,Paulus PP. VI,retrospective_attestation,1964-05-23,,1893,,,,,"Beata Maria Virgo a gratiis constituitur Patrona principalis dioecesis Thelesinae seu Cerretanae, una cum Sancto Antonio de Padua, Confessore et Ecclesiae Doctore.","« Quaeramus gratiam, et per Mariam quaeramus », ait Sanctus Bernardus, suavissimus vitae spiritualis praeceptor ac Deiparae Virginis praeco eximius",medium,"Patronage act attesting the crowning: 'Quod simulacrum, anno MDCCCXCIII aureo diademate sollemni ritu redimitum' (1893); no crowning authority named. The sanctuary is located only as 'urbis episcopalis praeclarum ornamentum' — i.e. in the episcopal city of the see of Telese/Cerreto Sannita — so locality left null rather than inferred. Vernacular title supplied from the Latin 'a gratiis'. Country inferred, not stated."
nostra-signora-del-rimedio-italy,Nostra Signora del Rimedio,Italy,AAS,47,1955,488,,,"AAS 47 (1955), p. 488",https://www.vatican.va/archive/aas/documents/AAS-47-1955-ocr.pdf,I,Litterae Apostolicae,Pius PP. XII,retrospective_attestation,1954-05-31,,,,,,,BEATA MARIA V. « A REMEDIO » TOTIUS ARCHIDIOECESIS ARBORENSIS PATRONA AEQUE PRINCIPALIS CUM S. ARCHELAO MARTYRE INSTITUITUR.,"Ex quo Beatissima Virgo Maria, a remedio vulgo appellata et Arboreae pie exculta, aurea fuit corona redimita, pietas erga eandem hanc Dei hominumque Matrem",medium,"Patronage act opens by recalling « aurea fuit corona redimita »; no year and no crowning authority stated. Sardinia is named in the act (« non solum e Sardinia insula sed e continente etiam terra »), so the country is secure; the exact locality of the sanctuary is not given."
